#DATE: 2026-02-18
symbol,entry_time,entry_price,exit_time,exit_price,pnl_percent,trade_status,exit_reason
NIFTY26FEB25750CE,09:20:01,138.4,09:23:35,127.8,-7.66,EXECUTED,SL
NIFTY26FEB25800PE,09:22:02,169.5,09:28:04,158.9,-6.25,EXECUTED,SL
NIFTY26FEB25750CE,09:27:02,130.75,09:40:58,134.2,2.64,EXECUTED,FORCE_EXIT
NIFTY26FEB25800PE,09:43:02,159.15,09:43:36,154.0,-3.24,EXECUTED,FORCE_EXIT
NIFTY26FEB25800PE,09:47:01,162.6,09:53:32,173.8,6.89,EXECUTED,FORCE_EXIT
NIFTY26FEB25650CE,10:30:01,158.8,10:40:39,152.25,-4.12,EXECUTED,SL
NIFTY26FEB25700PE,10:39:01,149.3,10:50:26,139.7,-6.43,EXECUTED,SL
NIFTY26FEB25650CE,10:43:01,156.25,11:12:00,175.0,12.0,EXECUTED,MA_TRAILING_EXIT
NIFTY26FEB25650CE,11:23:01,170.5,11:26:03,159.3,-6.57,EXECUTED,SL
NIFTY26FEB25650CE,11:28:01,167,11:41:11,167.25,0.15,EXECUTED,SL
NIFTY26FEB25700PE,11:38:01,121.9,11:44:09,132.35,8.57,EXECUTED,FORCE_EXIT
NIFTY26FEB25750PE,13:04:01,130.4,13:05:50,124.95,-4.18,EXECUTED,FORCE_EXIT
NIFTY26FEB25750PE,13:19:01,125.2,13:46:05,122.75,-1.96,EXECUTED,SL
NIFTY26FEB25700CE,13:39:01,156.15,13:53:21,152.7,-2.21,EXECUTED,SL
NIFTY26FEB25750PE,13:54:01,132.7,14:05:39,126.0,-5.05,EXECUTED,SL
NIFTY26FEB25700CE,13:59:01,151.7,14:11:53,169.8,11.93,EXECUTED,FORCE_EXIT
NIFTY26FEB25850PE,15:03:01,139.65,15:17:34,138.35,-0.93,EXECUTED,FORCE_EXIT
