#DATE: 2026-02-20
symbol,entry_time,entry_price,exit_time,exit_price,pnl_percent,trade_status,exit_reason
NIFTY26FEB25500PE,09:20:02,142.25,09:21:15,132.45,-6.89,EXECUTED,SL
NIFTY26FEB25500PE,09:42:03,148.1,09:42:39,138.3,-6.62,EXECUTED,SL
NIFTY26FEB25550PE,10:02:03,142.95,10:10:25,160.95,12.59,EXECUTED,FORCE_EXIT
NIFTY26FEB25550CE,11:01:02,169.15,11:02:28,158.15,-6.5,EXECUTED,SL
NIFTY26FEB25600PE,11:03:02,138.75,11:28:40,127.1,-8.4,EXECUTED,SL
NIFTY26FEB25550CE,11:06:01,168.65,11:08:14,157.25,-6.76,EXECUTED,SL
NIFTY26FEB25550CE,11:13:01,168.7,11:13:58,157.45,-6.67,EXECUTED,SL
NIFTY26FEB25550CE,11:17:01,164.85,11:22:23,153.6,-6.82,EXECUTED,SL
NIFTY26FEB25550CE,11:26:02,158.65,11:43:00,173.65,9.45,EXECUTED,MA_TRAILING_EXIT
NIFTY26FEB25600PE,11:34:01,132,11:38:25,121.85,-7.69,EXECUTED,SL
NIFTY26FEB25650PE,11:49:03,154.2,11:58:34,139.7,-9.4,EXECUTED,SL
NIFTY26FEB25600CE,11:58:02,149.7,12:01:32,139.75,-6.65,EXECUTED,SL
