#DATE: 2026-01-23
symbol,entry_time,entry_price,exit_time,exit_price,pnl_percent,trade_status,exit_reason
NIFTY26JAN25200CE,09:23:01,206.55,09:35:51,190.5,-7.77,EXECUTED,SL
NIFTY26JAN25200CE,09:47:01,201.75,09:50:22,189.65,-6.0,EXECUTED,SL
NIFTY26JAN25200CE,09:58:01,187.8,10:01:59,175.9,-6.34,EXECUTED,SL
NIFTY26JAN25200CE,10:05:01,187.95,10:08:00,185.65,-1.22,EXECUTED,MA_TRAILING_EXIT
NIFTY26JAN25300PE,10:09:01,105.3,10:17:14,116.85,10.97,EXECUTED,FORCE_EXIT
NIFTY26JAN25200CE,10:28:01,168,10:28:42,182.8,8.81,EXECUTED,FORCE_EXIT
NIFTY26JAN25400PE,10:40:01,142.6,10:45:00,149.65,4.94,EXECUTED,MA_TRAILING_EXIT
NIFTY26JAN25200CE,10:52:01,175.9,11:03:47,165.3,-6.03,EXECUTED,SL
NIFTY26JAN25200CE,11:07:01,169.47,11:18:40,164.25,-3.08,EXECUTED,SL
NIFTY26JAN25300PE,11:16:01,103.15,11:31:00,101.7,-1.41,EXECUTED,MA_TRAILING_EXIT
NIFTY26JAN25200CE,11:24:01,166.3,11:33:33,156.2,-6.07,EXECUTED,SL
NIFTY26JAN25000CE,14:00:01,161,14:18:08,163.2,1.37,EXECUTED,SL
NIFTY26JAN25100PE,14:17:01,105.65,14:27:04,108.0,2.22,EXECUTED,SL
NIFTY26JAN25000CE,14:26:01,159.9,14:43:58,191.8,19.95,EXECUTED,FORCE_EXIT
NIFTY26JAN25100PE,14:37:01,99.75,14:39:47,92.15,-7.62,EXECUTED,SL
NIFTY26JAN25000CE,14:53:01,177.8,14:56:10,183.15,3.01,EXECUTED,FORCE_EXIT
NIFTY26JAN25000CE,15:12:01,152.6,15:14:01,154.85,1.47,EXECUTED,FORCE_EXIT
